topic_id,name,description,n_emails,representative_emails
T846,Can Fibre Lackawanna Issues,"Internal communications regarding Can Fibre Lackawanna's letter of credit requirements, payment defaults, and subordinated loan agreement disputes.",15,"[""51d9c278f47d4413"", ""14f82c2829cceebd"", ""964af998d11c7323"", ""6c1f0935f8a64c70"", ""e7adefec75750b65""]"
T847,Enron Canada Business,Correspondence regarding the principal place of business and corporate details of Enron Canada Corp and related Canadian entities.,22,"[""621c9ec9a92e2857"", ""fd038f210fe856e0"", ""0a792e022da70d62"", ""76527b6b9db29207"", ""a7de41e82a0f0fd6""]"
T848,Freight Futures Trading,Enron's initiatives to develop and trade freight and shipping futures as commodity derivatives.,34,"[""b96f36c51822e259"", ""d3af698f22ee1c71"", ""fd4d85dd43104a1f"", ""061508337364434e"", ""319172186d5ccc12""]"
T849,European LNG Operations,"Discussions about Enron's liquefied natural gas business development, European operations, shipping logistics, and related commercial opportunities.",51,"[""d300d16a78efa15b"", ""a1f6c4f920dd468b"", ""f413e59a2ee8153b"", ""be2380279866d80a"", ""4cdf7bbcc47a8cef""]"
T850,OGC Fundraising Campaign,"Coordinating fundraising efforts and donor recognition for the Order of Good Cheer organization, including tracking donations and preparing sponsor acknowledgment materials.",16,"[""7ca290bd3a299c4e"", ""648ae414e1efe38b"", ""f70133e24d89d99f"", ""0562af837096e126"", ""6cf9b2eba1870e03""]"
T851,Skilling Draw Requests,"Internal emails discussing construction draw requests, inspections, and payment approvals for Jeffrey Skilling's property.",10,"[""f0bb492a1c7b7484"", ""b22e68be13309278"", ""3d063b74378606df"", ""0de1d2c64cef474e"", ""143e990c30cde0ef""]"
T852,Car Insurance,"Discussions about car insurance policies, quotes, agents, and claims.",11,"[""365c8f2c52d3f8d3"", ""da2ff84ff7bf7008"", ""434307e66db049b6"", ""dda85621d15b028a"", ""0c076f6ec5e8037d""]"
T853,Life Insurance Offers,"Promotional emails offering life insurance rates and programs, including Texas Attorneys Life Insurance and Insurance.com marketing.",11,"[""39d7afb1339ec518"", ""974e9ed26083b635"", ""7fe30ead1e6dc860"", ""0747383bc339f153"", ""63c3843b128cc49e""]"
T854,Custom Home Design,"The cluster consists of emails discussing the design and features of a custom farmhouse-style home, including dimensions, porches, roofing, interior finishes, and kitchen layout.",13,"[""cb35744952b93199"", ""25ceeb29093df0ed"", ""55b1bea2c8e487f3"", ""12bc7c5283835733"", ""71b788c12744365e""]"
T855,Real Estate Development,"Discussions about real estate development projects involving land acquisition, cost estimates, financing options, and construction management decisions.",97,"[""f87f38b6951b1c9b"", ""8bb0d4b55f1ce5c6"", ""1f66ae6514ec19e6"", ""cc3b3f18db89ca2b"", ""508a56d4298754a0""]"
T856,Property Management,"Property management communications regarding rent collection, tenant rentrolls, and utility cap policies.",45,"[""13d3d79709230e2a"", ""39053c90181a58ea"", ""7960ed74c44ba80d"", ""2c4db7347ce0b1cd"", ""ab874c9da5bf7013""]"
T857,Corporate Datasheet Distribution,Internal communications about requesting and distributing corporate datasheets for various Enron subsidiaries and affiliated entities.,17,"[""4975d28dcf29065c"", ""a76d5ea217a9434c"", ""f6ac7a5b0cf21c9d"", ""89b8f94b752f828d"", ""a151b9296e1c4a2b""]"
T858,BRM Futures Assignments,Weekly assignment management and content review for Futures and Options within the Business Risk Management department.,26,"[""563bc89d86a6cb90"", ""ed5931177b84b0a5"", ""e31a2a49efb8481e"", ""852e98acd8dc00fb"", ""8832daa8dfb9a8d0""]"
T859,Hanson Cement Payments,Correspondence between Enron and Hanson Permanente Cement regarding electricity service payments and business negotiations.,11,"[""ac639f124b759996"", ""ca379be65b3a1b5f"", ""7015c970dc60341f"", ""2c6ea45c7c1a74db"", ""92e0a4cbf6d163d1""]"
T860,HPL Money Refunds,"Legal and procedural discussions about returning HPL funds to AEP during Enron's bankruptcy, including court approval requirements and wire transfer processing.",15,"[""14e9a06029b1c788"", ""1ac40db6012c1f5d"", ""aad0f25934b09d9a"", ""36d2a8f8b5c6561b"", ""f9407a4b780ba014""]"
T861,Envera Marketplace Strategy,"Internal discussions about Enron's strategic involvement with Envera, an online chemical marketplace, including press release positioning, deal descriptions, and the subsequent merger with ChemConnect.",20,"[""282da7cbf293e89d"", ""cc8d08385ed8ccc7"", ""b72a0c8776dc772b"", ""d5019b7b685425c2"", ""57686dcd83c8980c""]"
T862,Olympic Sports Forwards,"A collection of forwarded emails discussing Olympic athletes, events, and related sports topics.",14,"[""522012e61b681eaf"", ""456cc75186a9e7dc"", ""68b0c009b02ea1a3"", ""aec3cdcce950f8c7"", ""486f10ac5ff1ecca""]"
T863,Maryland Index Product Development,"Internal discussions about developing and approving a Maryland index-based energy product, including drafting confirmation documents, revising approval templates, and addressing accounting treatment.",15,"[""969ed1e653466b39"", ""75ceb6c20d580cce"", ""f152202123808a91"", ""e5b9fda6ada76a00"", ""460c4cb015244ef0""]"
T864,Questar Historical Data,"Requests for historical pipeline flow data from Questar for meter points, likely for regulatory reporting purposes.",17,"[""4e7fcf889e419cb2"", ""c728fb1a8b7b376e"", ""252278ff219118db"", ""9b0bf901fa39e221"", ""5bf275b785f1d32c""]"
T865,West Pipeline Morning Reports,Daily automated reports from the West pipeline team that list error messages and job statuses.,35,"[""95219ca4c39e5c11"", ""22dea4974a460640"", ""361f1fe80221be7d"", ""af4b2fc65ebb376a"", ""7cef66f6f76e3424""]"
T866,Manual Data Entry,Testing and deployment of a web portal for manually entering pipeline and meter data into Enron's database.,17,"[""8b4d55241b0362bb"", ""f27a70ab487ad120"", ""9fccced2dfd08816"", ""d0a12f891b932fcc"", ""9342c99531159a93""]"
T867,Pipeline Data Corrections,"Managing and correcting historical gas pipeline data loading issues, particularly for PG&E and other operators, including fixing missing or incorrect Cycle 7 data and historical records.",31,"[""fc4b0e554dce1d68"", ""aa1f3e4fc44bde77"", ""2c7f02ebbebf6cbd"", ""7b537391f065a391"", ""52e31a09f617b532""]"
T868,California Energy Regulatory Response,Internal communications coordinating strategic responses to state regulators regarding energy crisis suspension dates and policy decisions.,10,"[""ea6d1810134a9b35"", ""50c3ec793fc2f1df"", ""e82700440f14805f"", ""8c9dea925b990a41"", ""26d67f1db791f3d4""]"
T869,Direct Access Suspension Response,Internal discussion of response tactics to Angelides' letter urging the suspension of California's Direct Access program back to July 1.,19,"[""3ea70610a07ff869"", ""ef9a3503142e4391"", ""e9d93cdfb521992b"", ""aded87aad0f52436"", ""fd51aec0328da8fd""]"
T870,Petroleum Refining Reports,"Internal distribution of petroleum refining industry reports, market analysis, and economic outlooks shared among Enron energy trading executives.",13,"[""4b4e7f6bfd32c1cb"", ""13966748cb1259d5"", ""25e1ece64ad98367"", ""ed56acd5e02f357c"", ""c1ebce6661b48e95""]"
T871,Business Agreement Discussions,"Email thread involving proposals, legal opinions, and contract amendments for Orbis1, Osprey II, and consortium agreements.",22,"[""5b00f1531c9f5c44"", ""6a718803c6a768c9"", ""b866b6a7b3325d12"", ""01428135ff4d3361"", ""060439c259c0639b""]"
T872,Florida Market Overview,"Internal emails discussing Florida market presentations, updates, talking points, and fact sheets for business operations.",12,"[""87fcee04bc7acf1e"", ""8ac8a7605a5d0d1d"", ""38465966d7d8bb2a"", ""710911bc40274327"", ""959079bdc0136c6b""]"
T873,Air Permit Litigation,Legal proceedings and settlement negotiations regarding the consolidation of Pompano Beach and Deerfield Beach air permit challenges.,106,"[""b71565105dc5a8e7"", ""d7318ba2fafc9dd8"", ""ac132b499516dfc6"", ""51f4282866ef7a52"", ""f1b7671000a68f13""]"
T874,TECO LOI Negotiations,"Internal and external communications regarding the review, comments, and negotiation of a Letter of Intent between Enron and TECO Energy for the Midway project in Central Florida.",30,"[""cb81cb5b09f8ea11"", ""ec7cc4478125765f"", ""a7615db8e780cc78"", ""5e376526973791c1"", ""7694627b2d1d1590""]"
T875,Fort Pierce Project,"Internal communications regarding the Fort Pierce energy project, including negotiations with the local utility authority, project delays, press releases, and financial evaluations.",27,"[""5f56573928f92f62"", ""140d2064f82be003"", ""1895bfc1b2b44f18"", ""e7eb3626cf1bdaa2"", ""47fca9fa4671d3c9""]"
T876,Midway Interconnect Agreements,"Internal communications regarding the Midway Project's interconnect agreements, including negotiation, legal review, and document handling among Enron staff.",40,"[""e798b0bf6ee27092"", ""04bef73d0c8637a5"", ""80bc7dfa58cdaee4"", ""fc0c81afe825a224"", ""2840e9b413982831""]"
T877,Midway Transaction Coordination,Legal coordination and conflict clearance for the Midway transaction involving the sale of an LLC and parties TECO and Ft. Pierce Utility Authority.,19,"[""e5add9129cfd7886"", ""57ba8e2548a9128b"", ""faaace4610f50f18"", ""eda3e6425ee7f362"", ""81a2a97fbe22b5a3""]"
T878,Meeting Rescheduling Coordination,Executive Committee members coordinating rescheduling of a cancelled November meeting for the Institute for Law & Technology.,31,"[""9396cdf6264ba0f0"", ""48be856e8f4bc9ce"", ""02a4c9dac26c968f"", ""7328dc97cedc4bf5"", ""9bb513f4eae4b4ab""]"
T879,Fuel Supply Agreements,"Negotiations and execution of fuel supply contracts for international projects, including related legal matters such as indemnification, consents, and certificates.",14,"[""d5fe74c16c4f4e7f"", ""01d18b7fa02cf8d3"", ""b9bec10603fc8881"", ""2c6f4914776625f1"", ""90878d01c09d9e5f""]"
T880,YPO Member Communications,"Requests for YPO members to participate in surveys, recruitment efforts, and organizational announcements.",20,"[""8668fe66c3835e6d"", ""182827154a32709d"", ""bcd99be6f6829458"", ""3661ff6e61aab3c2"", ""1a5a1c9aeec6a5e8""]"
T881,Pipeline Affiliate Statistics,"This topic covers data requests and statistical analysis related to marketing affiliates on pipelines, including INGAA studies on affiliate prevalence and pipeline capacity data.",18,"[""62b30d9c4765217f"", ""f8f7bb0566ec1a42"", ""58342dbfa0cceaad"", ""d986a1f8a3a31a28"", ""6ff5eb19685dd67f""]"
T882,Bridgeline Agreement Response,"Internal coordination to review, revise, and finalize responses to Bridgeline's issue memo regarding the Contribution Agreement.",16,"[""322d5f8862d5cb26"", ""940d112d5c0a6721"", ""c2e45620cf39bf8d"", ""c3ffdb25c9a5d4b5"", ""4503166749dc2da5""]"
T883,Rockies Gas Marketing,"Enron's gas production, marketing, and sales operations in the Rocky Mountains region, including partnerships with Suncor and other energy companies.",14,"[""36d4efea1ed447eb"", ""037c7de3a73fd7e2"", ""a343eb36930fe335"", ""6d814cb3ec212da8"", ""d53a1613d9831e0b""]"
T884,Bridgeline Project Management,"Internal communications regarding the Bridgeline gas storage and transport project, including documentation execution, team coordination, business negotiations, and legal matters.",74,"[""82ba33b4e12ab893"", ""ecff48e19404606e"", ""daa73efc21b3f6ab"", ""1323f4d19d60efd7"", ""d36b82e8a881e1ab""]"
T885,Bridgeline DPR,Forwarded daily progress reports for the Bridgeline project distributed to internal and external recipients.,34,"[""255cf04212aec234"", ""b10892e4251820b3"", ""6ff87b7daf17c828"", ""9c044c3b7d6b24cd"", ""76b1bf902a01e242""]"
T886,Wind River Conversion,"This topic covers the Wind River project's conversion from construction loans to term loans, including the preparation and filing of required legal and financial documents.",17,"[""c06d1f268194e829"", ""78b1b508dbc153fa"", ""c35e9d3233b9ec3f"", ""738d8225db892a7a"", ""a1d9ba26557c3ea0""]"
T887,Spread Value Calculation,"The emails discuss building a model to calculate the spread value, reviewing mark-to-market language, coordinating with PG&E business people, and finalizing a $250 million valuation.",20,"[""e04af38d1ec9e5d8"", ""a2a3353c7e3cee05"", ""d8620d701209bfec"", ""62c7bc58ec9d6549"", ""fb85b7fb1edd407d""]"
T888,Mesa Gas Contract,"Negotiation and restructuring of Enron's natural gas supply contract with the City of Mesa, including pricing modifications and contract term adjustments.",15,"[""13aa6a8bfe616e16"", ""048e6dd65b5a7818"", ""5ad608e038a088eb"", ""12b0d327002e8935"", ""fa202dd719868c8d""]"
T889,Finance Project Planning,A group of Berkeley Haas affiliates coordinating a finance project and related study sessions through scheduling discussions and meeting arrangements.,54,"[""f6341640addd8976"", ""8b00196114791501"", ""7316268e602b2147"", ""380204726a083926"", ""96cf17183e01ef95""]"
T890,Answer Set Corrections,Emails notifying students of corrections and revisions to class answer sets posted on the course website.,16,"[""a839a22c21031670"", ""1910cd6bcd108415"", ""c7e0841e3eacb490"", ""d4344778cccca1e3"", ""2871a4d9a5ab66dd""]"
T891,Social Correspondence,"Personal messages and well-wishes exchanged between colleagues regarding travel plans, career changes, and sharing contact information.",13,"[""157872e1579caedf"", ""3f56223a77c9a83d"", ""3d489850242a647b"", ""e3613277364c5f87"", ""d1fbef10903a5e69""]"
T892,Outstanding Invoice Follow-up,Internal communications about following up on unpaid invoices and coordinating payment processing with accounting departments.,76,"[""aa39f33b109d7fad"", ""bf3c8c7854186b19"", ""276e1fea82d59638"", ""8d5c9f7d940a4f6c"", ""98300cfd65aad77f""]"
T893,East Coast Power Invoicing,"Internal emails discuss East Coast Power invoice processing, billing percentages, and contract questions about transferring assets to El Paso.",13,"[""0c3ae0e77c455b42"", ""10e1e0ede18eacff"", ""4d2497c5c2ee58da"", ""2dc12b730e12149e"", ""82dfec7597d767b4""]"
T894,Rawhide Asset Management,"Internal communications discussing the Rawhide investment portfolio, including asset lists for Whitewing and other entities, with related Northern Border Partners unit transactions and regulatory disclosures.",22,"[""fb890fdcdadae518"", ""36365bcb36471e41"", ""396268dacfec8936"", ""7094a758d159d435"", ""1e6a16116a5d005e""]"
T895,Academic Scheduling Conflicts,Requests for exam or class schedule accommodations due to work-related travel or scheduling conflicts while enrolled in graduate courses.,12,"[""ce3ec48010cc5608"", ""69e0dc7a20735195"", ""778a34c321950105"", ""8b27121c67bac35f"", ""542b2a419f3d015c""]"
T896,Course Registration,"Discussions about course registration, adding/dropping classes, and graduation unit requirements at the Haas Evening MBA program.",41,"[""8108ea514511a7a7"", ""cc589b7cb0cb49ea"", ""f30a0c329cdc03a9"", ""5ee7451e5eabd07e"", ""abbf0e80d358cbc5""]"
T897,PG&E Contract Terms,Internal communications regarding Enron's trading relationship and contract negotiations with Pacific Gas & Electric Company.,22,"[""7d2201bde4ce9ced"", ""3d51928288f3af72"", ""63501718039c554a"", ""eebb8fbd4d0b44c7"", ""5d5ab0f6faaba9ca""]"
T898,Triple Lutz Review,"Legal review and negotiation of agreements related to the Triple Lutz project, including redlines of purchase agreements and employee matters.",21,"[""5438501d8238329b"", ""626097a5962ad4a2"", ""d5b13c82336fa2e8"", ""23d898dcdf1e4694"", ""636e684fe0a34bf5""]"
